id,title,author,text,label
,,,,
 states that the alleged abuse occurred at a Karolyi-run facility in Texas, which also served as the training site for the USA Gymnastics team. Dr. Larry Nassar, Michigan State University #MSU & fmr USA Gymnastics doctor fired & accused of sexual assault https://t.co/rMLFx9bLqv pic.twitter.com/5PtnYFaSBY — Michael Harris (@michaelharrisdr) September 21, 2016 ,
,,,,
 2016 ,,,,
,,,,
,,,,
 due to his “unfettered and secluded access” to the girls. ,,,,
,,,,
 Olympic medal-winning gymnast.” — GNN Team (@GNNgymnastnews) September 22, 2016 ,,,
,,,,
,,,,
 is unique because not only is Dr. Nassar being accused of assault, but so are the legendary coaches: Image Credit: Timothy A. Clary/Getty Images ,,,
,,,,
,,,,
 2016 ,,,,
 Kentucky filed a lawsuit against Dr. Nassar. She claims he sexually abused her in 2000 while she underwent treatment for lower back pain at Michigan State University, where Nassar is a faculty member. ,,,
 the first time occurring when she was just 15. ,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
 however, we are unable to comment further.” ,,,
,,,,
,,,,
Antiwar,"""PATRIOT Act At 15: Do You Feel Safer? PATRIOT Act At 15: Do You Feel Safer? By 0 43 ",,,
 to the “reform” USA FREEDOM Act," bills that were designed to rein in government abuses end up just giving government more power. Is there anything we can do about it? Ron Paul Institute Senior Fellow Adam Dick joins today’s Ron Paul Liberty Report to discuss:""",1,,
,"""Interviews A protester throws a glass bottle containing paint at a police armored personnel carrier during anti-regime demos in the village of Sitra", south of Manama, February 14, 2016. (Photo by Reuters) 
,,,,
 told Press TV’s Top 5 program that the Western powers are trying to whitewash the crimes committed by the Arab dictatorships in the Persian Gulf region because such regimes are considered the West’s “lap dogs.” ,,,,
 explaining that Western powers say, “‘If you are a friend of ours and do what we want and give us oil and invest your money into European or American economy, we won’t question your human rights violations.’” ,,
 double standards and this is really a big political game. Our dictatorships and allies are OK but somebody else that we don’t like for whatever reason, we magnify their crimes and even create false flags and do other things to try to discredit them.” ,,,
 because the regime does “not want to allow any sort of political movements there to try to reform the system, to redress this massive discrimination against the Shia population, and to have any sort of voice for democracy; so, all of that is ‘terrorism.’” ,
 very draconian, as they’re condemned by the international human rights organizations and other organizations.” ,,,
1,,,,
,"""AT&T requires police to hide Hemisphere phone spying   EFF ",,,
 AT&T adds four billion call records to Hemisphere, making it one of the largest known reservoirs of communications metadata that the government uses to spy on us. Law enforcement officials kept Hemisphere “ under the radar ” for many years—hidden from courts, legislators, and the general public—until the New York Times exposed the program in 2013. EFF sued federal and state law enforcement officials to obtain records about Hemisphere, in part to better understand how and why police kept such a massive spying database secret for so long. 
,,,,
,,,,
 too. ,,,,
 and then recreate it with a traditional subpoena. Police call this “ parallel construction .” EFF calls it “ evidence laundering .” ,,,,
,,,,
,,,,
 usually without a warrant. Yet because of Hemisphere’s secrecy, judges cannot rule on whether the program violates the Fourth Amendment. Legislators cannot oversee the program and enact appropriate legislation. Voters cannot hold their elected officials accountable. Everyone is in the dark, except for a small number of law enforcement and corporate executives, who unilaterally decided to impose this highly intrusive program on the rest of us. ,
 police must disclose favorable evidence to the defense. When police hide their sources of evidence, the accused cannot challenge the quality or veracity of the government’s investigation, or seek out favorable information still in the government’s possession. Moreover, hiding evidence from individuals who are prosecuted as a result of such surveillance is antithetical to our fundamental right to an open criminal justice system. ,
 AT&T actively imposes secrecy on police who wish to use AT&T’s Hemisphere program. AT&T’s motives for imposing this secrecy are not presently known. Perhaps AT&T is seeking to avoid public scrutiny of its Hemisphere business model , which earns millions of dollars from police officials in exchange for access to private phone records that AT&T retains for many years longer than its competitors do. ,,,
 corporate nondisclosure agreements contributed to years of secrecy about police use of cell site simulators, often called “Stingrays,” which masquerade as cell phone towers and thus force all phones in the area to disclose sensitive information to the police. ,,
,,,,
,,,,
 the decision whether to adopt these sensitive tools should be made by elected officials, at open meetings, following ample opportunity for the general public to study the matter and have their voices heard. EFF supports a national campaign to enact laws requiring this process. In many cases, an informed citizenry and their elected officials will say “no” to new spying tools. In other cases, elected officials will impose necessary privacy safeguards. 
 without case-by-case judicial oversight," to scrutinize our social relationships with a database of trillions of phone records. Related Cases:""",1,,
Stephen Lendman,"""Israel’s Lieberman threatens Gazans with genocide By Stephen Lendman Posted on October ",,,
,,,,
,,,,
TFPP Writer,"""Pinterest ",,,
,,,,
,,,,
,,,,
,,,,
 which Trump has denied. “You are fascinated with sex and you don’t care about public policy,” he said. ,,,
” Kelly said. ,,,,
,,,,
,,,,
,,,,
,"""Email ",,,
,,,,
 DC,” an agent on the detail told the FBI. ,,,
,,,,
 but was not on the detail when Clinton left in 2013. ,,,,
,,,,
1,,,,
,,,,
 had been meant to break a siege around the village of Bouz Kandahari, three miles from the centre of Kunduz, according to Saeed Mahmoud Danish, the spokesman for the provincial governor. ,
,,,,
 according to local officials. ,,,,
,,,,
 said Afghan special forces had conducted airstrikes around the village. The US and Nato mission in Afghanistan said in a tweet: “US forces conducted strikes in Kunduz to defend friendly forces. All civilian casualty claims will be investigated.” ,,,,
 said: “As part of an Afghan operation, friendly forces received direct fire and airstrikes were conducted to defend themselves. We take all allegations of civilian casualties very seriously. ,,,
,,,,
,,,,
 a police official in Kunduz province, said 26 civilians had died. ,,,
 when they broke the siege and escaped. ,,,,
,,,,
 were killed in a fire exchange with insurgents, which also killed three Afghan special forces. ,,,
 residents staged a demonstration, protesting about the killings. ,,,
 said local media and community leaders had tried to go to the village where the airstrike took place, but had been stopped by security forces. ,,,
 a year after they briefly captured the city in their biggest success in the 15-year war, remains precarious. ,,,
 providing assistance to the Afghan army and police. ,,,,
,,,,
,,,,
 have experienced thousands of casualties, with more than 5,500 killed in the first eight months of 2016. ,,
1,,,,
Corbett,"""Corbett • 11/20/2016 • 2 Comments ",,,
 the people of India would like to have a word with you. ,,,,
 all hell has broken loose in India. ,,,,
